,nombre_completo,categoria,producto,reemplazo,precio
0,BOSTON LIMPIADOR 30 ml.,Líquidos,Boston,Líquidos: Boston,7.5
1,BOSTON SIMPLUS 120 ML,Líquidos,Boston,Líquidos: Boston,9
2,HUMECTANTE ACONDICIONADOR BOSTON 120 ml.,Líquidos,Boston,Líquidos: Boston,8.5
